Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
b32d9f95-8a9a-33ea-b782-257d68fc664e,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,34.162947,-84.800415,7703878182,535153.5100000034,1256
f0bbfbe3-b966-3667-ad35-b20a611d58a4,WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,33.241252,-84.276676,7702282721,51226.95000000042,511
26a973d9-0ef8-3036-822a-e8cfd2e3d94c,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,TOCCOA,GA,30577,34.580656,-83.32621999999998,7062824250,5454.809999999998,86
90e5791e-e674-384b-ae94-54543b19fc43,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,33.444691,-82.021331,7067216569,587790.4200000314,5907
312685ee-eb88-3a82-8f0b-82da9039fbdd,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,33.953561,-84.542463,7707935000,1515045.460000033,3560
f41dbc39-d83e-38db-a709-afa143a0c264,MEMORIAL HEALTH UNIV MED CEN  INC,4700 WATERS AVENUE,SAVANNAH,GA,31403,32.002512,-81.15355699999998,9123503691,1167615.6499999764,2711
03024c25-03db-3a9a-bff1-b57677c8657c,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,30.788043,-83.96762,2292282880,66622.2300000006,743
75614816-b25b-3bd7-abd6-a2792684e9c6,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,33.365531,-82.073422,7064817000,33852.510000000264,381
14292ffa-0f37-3ae5-a15e-9000792991fb,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,34.214494,-83.475597,7063351100,417547.3099999994,784
229d9cd2-11c6-3172-8a5d-cae3a62c9829,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,34.563531,-83.542311,7067542161,62997.80000000053,650
9c31c96b-3b55-3c7f-a02f-13cfa5991e6c,WELLSTAR PAULDING HOSPITAL,2518 JIMMY LEE SMITH PARKWAY,HIRAM,GA,30141,33.893091,-84.7568,4706447000,218290.0100000013,571
4736459a-8d01-38d0-9bed-1b98c7230651,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,32.002512,-81.15355699999998,9128194100,165495.47999999693,1782
8f0dfc1c-d067-3dc1-952a-d560420469c1,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,32.074104,-84.223597,2299311280,578881.3100000143,1613
6ba0d044-ee66-3adb-acbf-76944c6f3ae6,NORTHEAST GEORGIA MEDICAL CENTER BARROW,316 NORTH BROAD STREET,WINDER,GA,30680,33.993074,-83.72112299999998,7708488611,28581.57000000014,305
65a73b96-4cda-3f94-b90a-c13f1b9470dc,CLEARVIEW  REGIONAL MEDICAL CENTER,2151 WEST SPRING STREET,MONROE,GA,30655,33.797477,-83.71874100000002,7702678461,138994.45999999842,721
ec36711e-8247-3bc2-b3f9-741001206937,MURRAY MEDICAL CENTER,707 OLD DALTON ELLIJAY ROAD  PO BOX 1406,CHATSWORTH,GA,30705,34.78107,-84.782287,7065172031,166552.78000000108,210
0c496aa3-4a51-3a21-83bd-285743cef53c,UNION GENERAL HOSPITAL,35 HOSPITAL ROAD,BLAIRSVILLE,GA,30512,34.826838,-83.956399,7067452111,10582.73999999999,114
8f430623-3495-395c-9b83-8f24c4d8dc1d,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,34.26774,-85.187533,7065096900,65823.26000000068,597
aae0372a-c2e0-381e-97e0-a4bd7fd02a6b,MIDTOWN MEDICAL CENTER,710 CENTER ST BOX 951,COLUMBUS,GA,31901,32.510197,-84.874946,7065711000,148276.79999999763,1259
7d1d0e8e-06d9-3ac2-a1a8-4582066ca47d,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,32.597096,-83.653936,4789224281,88404.73999999958,794
864cfb63-1654-33e5-b392-f1cf88c71b8b,APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,GA,31513,31.801723,-82.32870799999998,9123679841,103207.6799999985,375
626aea9c-a1c4-3615-84ba-d2cb283d4ed8,DORMINY MEDICAL CENTER,200 PERRY HOUSE ROAD  BOX 1447,FITZGERALD,GA,31750,31.714253000000006,-83.25223199999998,2294247100,58572.81000000058,681
81b24bbe-ee72-35fe-8b37-06bc3c3de634,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,33.949597,-83.370088,7064757000,138151.0299999958,1577
eada180d-a582-36e3-b382-2b593806890f,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,32.441243,-81.77451500000002,9124861500,76892.55999999981,784
805cc2ec-e379-3802-b570-c763cba766ca,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,33.771455,-84.297857,4045011000,676800.9100000458,6468
10420d87-d55e-3864-bc6c-2808fd9a8ceb,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE STREET   NE,ATLANTA,GA,30308,33.762909,-84.422675,4046864411,233279.14000000033,865
7793c191-22ba-3658-a737-e04f8d74a1a6,GRADY MEMORIAL HOSPITAL,80 JESSE HILL  JR DRIVE SE,ATLANTA,GA,30303,33.762909,-84.422675,4046164252,139220.81999999713,978
9436b61d-2089-3b77-ac96-2fba8199434f,SAINT JOSEPH'S HOSPITAL OF ATLANTA  INC,5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,33.862891,-84.333187,6788435720,924949.030000079,6103
35df134b-f1b9-30c1-89ac-0def7bf95ad7,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,33.762909,-84.422675,4046055000,80228.60999999974,986
0514ed68-36d5-329f-867c-7c1977d7d32b,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,SANDERSVILLE,GA,31082,33.004085,-82.807838,4782402100,26837.430000000095,247
e7ed66d6-350b-34b0-acf1-d49e32b030ff,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,33.952879,-83.992234,6783121000,115877.87999999788,1256
e222f8a7-1b0f-3e7e-9b6c-fd531c41db8d,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,33.738328,-84.707237,9123835620,907482.9600000008,545
7f59a94f-452d-37ad-acd3-f3e56ecb9fb8,ROCKDALE MEDICAL CENTER,1412 MILSTEAD AVENUE  NE,CONYERS,GA,30012,33.656626,-83.982361,7709183000,389108.0799999994,311
6d82e044-3cfd-36b3-9418-fff3a8e06264,DODGE COUNTY HOSPITAL,901 GRIFFIN AVE,EASTMAN,GA,31023,32.194858,-83.175692,4784484067,19490.220000000034,234
69cffc04-50a4-3e59-b14a-3eee9e0997ae,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,31.463803,-83.516563,2293827120,23535.360000000106,278
43539044-68ce-3b2f-8a38-991322cc2ea6,JEFFERSON HOSPITAL,1067 PEACHTREE ST,LOUISVILLE,GA,30434,33.024327,-82.420307,4786257000,109170.87999999864,240
b378d0dc-9806-3ce8-98a0-2501e73aa9f1,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,706 N PARRISH AVE,ADEL,GA,31620,31.131571,-83.425405,2298968077,118267.94999999883,215
c8936935-8e63-3a32-9c2a-eec00cf2ceb1,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,CORDELE,GA,31015,31.956090000000003,-83.770077,2292763100,40798.71000000034,481
f8526b2b-1311-3dc4-b835-14c9e1d5f5d1,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,31.17943,-83.790786,2299853420,737278.5600000031,298
556cdb63-d956-38b5-8b23-6f51cae724e0,MEDICAL CENTER  NAVICENT HEALTH (THE),777 HEMLOCK STREET,MACON,GA,31201,32.830953,-83.64891800000002,4786331000,85111.37999999945,958
88390773-ec16-315a-8906-6b72651cac01,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,30401,32.583105,-82.348834,4782891304,7068.779999999993,74
e9504ed0-8607-3e5d-a7b6-7952c03c86fe,UNIVERSITY HOSPITAL MCDUFFIE,2460 WASHINGTON ROAD,THOMSON,GA,30824,33.512953,-82.51485500000003,7065951411,17978.40000000002,224
40750c2d-a68f-30e2-9cd6-ccb9908c10cd,BURKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,WAYNESBORO,GA,30830,33.091279,-82.01429,7065544435,18836.460000000006,202
2d493e40-879c-34bd-847d-9d6c02c44cb3,WELLSTAR ATLANTA MEDICAL CENTER,303 PARKWAY DRIVE  NE,ATLANTA,GA,30312,33.762909,-84.422675,4042654000,235691.49000000107,1019
eb0fb9b6-0ac8-3512-b78b-01aebac2f5c3,SOUTH GEORGIA MEDICAL CENTER,2501 NORTH PATTERSON STREET  PO BOX 1727,VALDOSTA,GA,31603,30.850126,-83.27883299999998,2293331020,133611.53999999686,1309
520be474-ba6f-3a3a-9e31-bf63bdd4e001,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,31.60002,-81.88878299999998,9125303302,3432.24,50
c9fa5890-5506-3d7e-9e58-6b3b7524bdbd,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,32.578177000000004,-82.978492,4782743100,380818.83000000624,1040
a691e3d9-99e0-317a-a01b-de537bf0a729,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,32.213901,-82.40302,9125355828,20164.41000000002,239
0baa8088-9e67-3bcc-bcd2-6f587ed5cf81,ST FRANCIS HOSPITAL,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,32.458044,-84.963563,7065964020,515058.4400000066,3630
1c8273be-a210-3255-8b26-e499ae3defaf,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,OCILLA,GA,31774,31.598633000000003,-83.249809,2294683845,858.06,12
ebd257f3-30cf-3c2a-9c62-72f59f196545,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,30.904933000000003,-84.573047,2292463500,18489.15000000004,217
3304bcdb-abb0-3cd4-82d3-2d530c14cae7,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,32.299649,-83.478964,4787830200,231594.83000000022,545
52bece50-60d5-3096-9bdf-b75508a5bf06,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,33.820281,-84.644267,7707324000,764885.1999999995,2393
e791d04d-9c17-35b2-8139-54fe0b10dbf3,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,SAINT MARYS,GA,31558,31.408886,-82.113349,9125766401,9888.12,112
9f4825f1-9808-31d8-af7f-380f87e441cd,OCONEE REGIONAL MEDICAL CENTER,821 N COBB STREET  POST OFFICE BOX 690,MILLEDGEVILLE,GA,31061,33.115387,-83.308885,4784543550,62730.11000000066,693
e1d2ab7f-2019-3d11-8aba-ff416ca8cb27,PERRY HOSPITAL,1120 MORNINGSIDE DR,PERRY,GA,31069,32.472008,-83.72624499999998,4789873600,37826.600000000326,381
e493969a-b058-3623-91af-f3f1e7ed2509,NORTHSIDE HOSPITAL,1000 JOHNSON FERRY ROAD  NE,ATLANTA,GA,30342,33.762909,-84.422675,4048518000,90794.70999999931,931
6be03dc5-93f8-3b83-a816-72d9a67d38dc,COLISEUM MEDICAL CENTERS,350 HOSPITAL DRIVE,MACON,GA,31217,32.830953,-83.64891800000002,4787657000,61923.07000000063,697
63470007-6f88-342b-b314-28a0b1e4b3e2,SOUTHERN REGIONAL MEDICAL CENTER,11 UPPER RIVERDALE ROAD  SW,RIVERDALE,GA,30274,33.552242,-84.412973,7709918160,920808.8500000635,3617
9a80f5fc-f810-3972-8362-f2db52259f45,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,34.26774,-85.187533,7068023012,366958.23000000365,859
b75400a3-608a-3b6a-a956-985bf086031b,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,33.365531,-82.073422,7066516008,87874.67999999985,96
9dbe393b-2308-321e-ac5a-fcb704b3dd71,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,33.738328,-84.707237,7709491500,51115.860000000546,568
78120dfa-9ff5-3f84-8195-bb5855b045cf,CHESTATEE REGIONAL HOSPITAL,227 MOUNTAIN DRIVE,DAHLONEGA,GA,30533,34.550867,-84.076961,7068646136,26129.97000000013,307
1b04967d-2de0-393d-a9b4-5433241ff423,FLINT RIVER COMMUNITY HOSPITAL,509 SUMTER STREET  BOX 770,MONTEZUMA,GA,31063,32.297498,-84.019733,4784723100,878.4899999999999,13
a755cade-1deb-3320-9cdc-173b2bb14db8,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,33.571786,-84.225981,6786041000,100699.46999999827,1133
c67ffc1d-7e89-357b-b119-036b35b71dda,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,33.857634000000004,-84.004816,7707362498,276084.3899999988,657
952bba66-3ca4-34ba-8849-f11f2d129396,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,30.896739,-84.80463,2295245217,144831.30000000025,425
5c6aeb39-b856-3c66-8820-fea3f8af1a30,WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,34.039453,-84.350946,7707512500,650763.500000027,3728
e616734a-71a3-3431-af77-a02d8c7582ac,NORTHSIDE MEDICAL CENTER,100 FRIST COURT,COLUMBUS,GA,31909,32.510197,-84.874946,7064942100,130459.75999999892,1082
ee157845-995c-30d0-a950-cc4e83b62e59,COLISEUM NORTHSIDE HOSPITAL,400 CHARTER BOULEVARD,MACON,GA,31210,32.830953,-83.64891800000002,4787578200,778097.4600000099,1043
1938b62c-398f-342c-9b56-0588112bb683,TURNING POINT HOSPITAL,3015 VETERANS PARKWAY,MOULTRIE,GA,31788,31.17943,-83.790786,2299854815,28275.12000000015,314
95227244-1e5e-365b-80a3-b46fa62f2e0e,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,33.449599,-84.457806,7707197071,361303.2699999984,1356
0bfa98a2-1ead-3640-a955-af82f74d3545,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,34.466199,-84.435863,7063015269,21185.91000000004,233
c7e612b5-b75b-3050-a736-e2b4f8e81b92,DEKALB MEDICAL CENTER AT HILLANDALE,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,33.712938,-84.105877,4045018040,614826.3300000031,918
e68af5a4-1c94-3502-9475-682d1c1de252,PIEDMONT NEWNAN HOSPITAL  INC,745 POPLAR ROAD,NEWNAN,GA,30265,33.379147,-84.771315,7704002300,77325.51999999987,725
973756c7-0cf5-34c4-9a58-34b8be78d45d,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,34.032739,-84.203848,6784747000,1604628.7999998617,5983
d418d2f2-df54-33c0-b0a8-caad2069b72d,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PARKWAY,NEWNAN,GA,30265,33.379147,-84.771315,4048448334,52695.56000000041,576
01e90155-cbcc-37fe-a832-1e326388ff81,SGMC BERRIEN CAMPUS,1221 E MCPHERSON AVENUE,NASHVILLE,GA,31639,31.2045,-83.248499,2295437100,65559.87000000068,697
c4b7d98e-713e-3318-aaa6-1c12067c4631,CORNERSTONE MEDICAL CENTER,100 GROSS CRESCENT CIRCLE,FORT OGLETHORP,GA,30742,34.931837,-85.246031,7068582000,378308.29000000586,1420
0ab3ce89-fc14-3e54-bd30-93643fc56f7f,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,361 RANDOLPH STREET,CUTHBERT,GA,39840,31.770686,-84.793575,2297322181,121652.54999999653,1232
31e11411-9ba8-3aeb-8761-a38386021e34,BLECKLEY MEMORIAL HOSPITAL,145 EAST PEACOCK STREET,COCHRAN,GA,31014,32.387446000000004,-83.352288,4789346211,18080.55000000005,210
8a5f3c1f-9280-36e8-9453-60e8e5b61b41,JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,31064,33.32311,-83.715662,7064686411,6884.909999999992,91
1c141e4e-295d-31e7-a008-ef66a9ccafd6,MORGAN MEMORIAL HOSPITAL,1077 SOUTH MAIN STREET,MADISON,GA,30650,33.597977,-83.474214,7063421667,1225.8,16
32db6e77-a273-3cf5-a0c0-e19f12d2bfba,MILLER COUNTY HOSPITAL,209 N CUTHBERT STREET,COLQUITT,GA,39837,31.193622,-84.71884,2297584231,2982.780000000001,34
5d3ed522-e77d-36dd-9978-ab45f6c958e8,EFFINGHAM HEALTH SYSTEM,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,32.364138,-81.307867,9127540160,484082.2700000068,1544
7bfa3f8f-ba7f-3206-a956-1c7d4f5c369b,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,31.038228000000004,-82.742089,9124875211,21083.760000000046,242
e27d883a-97c8-3f33-8483-2d6de6fc6b29,MEDICAL CENTER OF PEACH COUNTY  NAVICENT HEALTH,1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,32.648102,-83.748494,4786542000,73848.97999999998,830
dc56d669-96b6-3e7e-9a71-fca83c0b06fd,JENKIN COUNTY MEDICAL CENTER,931 EAST WINTHROPE AVENUE,MILLEN,GA,30442,32.849649,-81.935376,4789824221,2369.8800000000006,32
be8c9603-3bed-3976-ae2f-21382030c2c2,OPTIM MEDICAL CENTER - SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,32.744261,-81.599103,9125647426,1225.8,18
374f6aae-10fb-30e6-ad75-90847fb4d150,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,33.374162,-83.42415799999998,7064852711,122.58,2
672bb192-420e-31c7-a26c-162dc9f33305,PIONEER COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET,BLAKELY,GA,39823,31.380939,-84.927037,2297234235,4291.25,32
14f88dbe-cd2a-3042-a8f6-29fe3c016f32,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,32.91299,-84.750541,7066559351,18182.7,226
048f03d0-79bd-3c4f-aa22-153004ddeefb,MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,33.034543,-83.938062,4789942521,360860.2400000021,464
ee50269b-021f-3718-9ee5-13e0d8c7eab6,WELLSTAR SYLVAN GROVE HOSPITAL,1050 MCDONOUGH ROAD,JACKSON,GA,30233,34.137918,-83.71346199999998,7707757861,11359.080000000005,132
a8d7daba-3423-38dd-bfba-9579d933b488,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,33.710775,-85.151884,7708242210,211789.32000000036,257
a4d34ef8-f102-3940-9be9-f4a08b5ba8c4,OPTIM MEDICAL CENTER - TATTNALL,247 S MAIN STREET,REIDSVILLE,GA,30453,32.042912,-82.112868,9125571000,90069.91999999924,290
acdf0f65-4b52-3803-9cc3-664ab48a34f4,WILLS MEMORIAL HOSPITAL,120 GORDON STREET,WASHINGTON,GA,30673,33.705159,-82.670919,7066789212,22575.150000000074,254
70c896a5-f426-373d-98bc-78ff60bb82d4,SGMC LANIER CAMPUS,116 WEST THIGPEN AVENUE,LAKELAND,GA,31635,31.040817,-83.07473,2294828402,1389.2399999999996,20
b3bdd519-06cd-3926-94dc-d52520daf720,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,GA,31510,31.22967,-81.66405999999998,9126328961,104672.11999999853,336
b5a6548b-14ee-3233-891a-ca72223f259c,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,31.529137,-83.89497800000002,2297773851,39205.17000000031,477
d7e5d977-fd80-337d-b6ff-6592c965856a,POLK MEDICAL CENTER,2360 ROCKMART HIGHWAY,CEDARTOWN,GA,30125,33.991931,-85.275133,7707482500,16752.599999999984,182
c6b333b2-9c65-3372-aa16-3227486f02e4,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,CAMILLA,GA,31730,31.251159,-84.224328,2293365284,323286.28000000055,671
6a3f30eb-d504-3dfe-be10-04b846c99c34,JEFF DAVIS HOSPITAL,163 SOUTH TALLAHASSEE STREET  P O BOX 1690,HAZLEHURST,GA,31539,31.850529,-82.569563,9123757781,14505.300000000057,184
cab948c4-fcb3-3fe9-8f70-ae8c56a6dff3,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,GA,30439,32.396607,-82.062596,9126855741,4147.290000000001,53
b93fdbb4-fa2a-3a97-b931-6a70c60caddb,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,HINESVILLE,GA,31310,31.826979,-81.621675,9123699438,1693806.689999983,1290
2b9c59e2-048f-35ec-a038-aad4767e6267,MOUNTAIN LAKES MEDICAL CENTER,196 RIDGECREST CIRCLE,CLAYTON,GA,30525,34.87788,-83.401528,7067820400,7885.9799999999905,88
b7e7d3f3-b9fe-3d54-bcb3-5c295b35cf3b,CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON,1405 CLIFTON ROAD  NE,ATLANTA,GA,30322,33.762909,-84.422675,4047856101,321841.5700000026,1319
1bc9e9cf-2ee3-32aa-9e99-7825a5ef5a26,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY ROAD,ATLANTA,GA,30342,33.762909,-84.422675,4047855252,186926.63999999934,1180
372c5f35-e64f-3284-864c-f721a27622c0,VISN 7: VA Southeast Network,3700 Crestwood Parkway  NW  Suite 500,Duluth,GA,30096,33.94617,-84.13016,678-924-5700,20756.88000000013,277
505d75d3-6dc8-351c-8b6a-295cbbf17ff7,Atlanta VA Health Care System,1670 Clairmont Road,Decatur,GA,30033,33.8016,-84.30972,404-321-6111,15792.390000000009,201
04d78c46-ee47-328a-ab69-64d075ef8488,Charlie Norwood VA Medical Center,1 Freedom Way,Augusta,GA,30904,33.468346,-82.02534,706-733-0188 Or 706-733-0188,150837.92999999897,632
3785f542-64c4-3ac6-a284-8b47e04101b7,Athens Clinic,9249 Highway 29 North,Athens,GA,30601,33.9609,-83.3779,706-227-4534,289064.07000000344,4406
ce033d4f-ab75-36e8-a82f-8a6b41fdd619,Hinesville Clinic,500 East Oglethorpe Highway,Hinesville,GA,31313,31.838243,-81.595215,912-408-2900,39246.03000000032,522
cf432fbd-c9f0-388a-baf2-a8f97152f79c,Rome VA Clinic,30 Chateau Dr  SE,Rome,GA,30161,34.220844,-85.15464,404-329-2222,265456.56999999983,280
